"rank","customer_name","total_revenue"
"879","Customer 4239","124493.47"
"880","Customer 9956","124480.02"
"881","Customer 6085","124468.43"
"882","Customer 4553","124414.63"
"883","Customer 6372","124346.65"
"884","Customer 5778","124340.49"
"885","Customer 7586","124304.18"
"886","Customer 5272","124284.22"
"887","Customer 1558","124240.71"
"888","Customer 936","124216.30"
"889","Customer 8288","124216.05"
"890","Customer 9341","124205.74"
"891","Customer 4678","124163.00"
"892","Customer 6629","124143.04"
"893","Customer 6009","124141.08"
"894","Customer 2896","124127.39"
"895","Customer 9223","124116.56"
"896","Customer 5730","124109.40"
"897","Customer 5897","124105.10"
"898","Customer 9672","124062.45"
"899","Customer 9261","124028.35"
"900","Customer 581","124026.19"
"901","Customer 2002","124020.77"
"902","Customer 7839","123980.79"
"903","Customer 9161","123977.70"
"904","Customer 2934","123975.15"
"905","Customer 9872","123963.59"
"906","Customer 9424","123930.65"
"907","Customer 8977","123909.13"
"908","Customer 666","123894.09"
"909","Customer 6791","123887.95"
"910","Customer 1265","123868.16"
"911","Customer 5256","123830.89"
"912","Customer 2022","123787.74"
"913","Customer 462","123770.27"
"914","Customer 6567","123756.90"
"915","Customer 8191","123754.82"
"916","Customer 1605","123711.59"
"917","Customer 8901","123697.11"
"918","Customer 6789","123624.22"
"919","Customer 607","123611.75"
"920","Customer 3119","123598.10"
"921","Customer 6653","123590.77"
"922","Customer 4253","123575.07"
"923","Customer 1545","123547.79"
"924","Customer 9658","123497.52"
"925","Customer 9487","123472.58"
"926","Customer 8634","123470.33"
"927","Customer 9446","123453.39"
"928","Customer 6632","123419.39"
"929","Customer 9213","123396.66"
"930","Customer 28","123369.30"
"931","Customer 1433","123336.82"
"932","Customer 6714","123308.83"
"933","Customer 3308","123279.98"
"934","Customer 7942","123254.12"
"935","Customer 6600","123235.92"
"936","Customer 8179","123232.41"
"937","Customer 7530","123140.76"
"938","Customer 1310","123104.58"
"939","Customer 2051","123082.90"
"940","Customer 9129","123078.27"
"941","Customer 2135","123076.39"
"942","Customer 3587","123071.39"
"943","Customer 4103","123052.73"
"944","Customer 908","123025.04"
"945","Customer 2672","122930.21"
"946","Customer 6536","122904.94"
"947","Customer 8377","122891.92"
"948","Customer 3544","122854.34"
"949","Customer 9580","122853.39"
"950","Customer 4053","122843.57"
"951","Customer 8360","122821.27"
"952","Customer 8859","122814.76"
"953","Customer 689","122784.17"
"954","Customer 3475","122779.51"
"955","Customer 3506","122769.68"
"956","Customer 9100","122735.07"
"957","Customer 4762","122696.49"
"958","Customer 436","122694.19"
"959","Customer 2902","122678.82"
"960","Customer 1862","122642.46"
"961","Customer 3074","122620.89"
"962","Customer 6921","122599.74"
"963","Customer 3247","122585.74"
"964","Customer 4171","122570.74"
"965","Customer 9271","122569.57"
"966","Customer 5849","122565.41"
"967","Customer 2829","122522.46"
"968","Customer 5040","122494.62"
"969","Customer 3699","122490.40"
"970","Customer 8152","122476.73"
"971","Customer 3389","122437.77"
"972","Customer 8318","122425.99"
"973","Customer 917","122396.99"
"974","Customer 147","122377.76"
"975","Customer 2326","122374.46"
"976","Customer 3496","122374.13"
"977","Customer 5491","122329.19"
"978","Customer 7746","122278.72"
"979","Customer 9855","122265.81"
"980","Customer 447","122241.29"
"981","Customer 4733","122198.53"
"982","Customer 5245","122160.15"
"983","Customer 7030","122077.66"
"984","Customer 7950","122065.57"
"985","Customer 9659","122051.49"
"986","Customer 8790","122037.94"
"987","Customer 2112","122032.45"
"988","Customer 470","122008.63"
"989","Customer 2720","121973.93"
"990","Customer 4267","121919.13"
"991","Customer 4056","121918.29"
"992","Customer 3244","121918.11"
"993","Customer 2071","121899.25"
"994","Customer 2374","121875.91"
"995","Customer 1754","121869.39"
"996","Customer 6030","121819.32"
"997","Customer 5299","121787.29"
"998","Customer 390","121780.11"
"999","Customer 6994","121770.02"
"1000","Customer 3906","121752.64"
"1001","Customer 1940","121741.51"
"1002","Customer 6783","121722.46"
"1003","Customer 5143","121715.86"
"1004","Customer 1417","121709.53"
"1005","Customer 4329","121685.23"
"1006","Customer 1204","121570.36"
"1007","Customer 2565","121560.82"
"1008","Customer 1617","121552.81"
"1009","Customer 9626","121551.81"
"1010","Customer 2211","121528.75"
"1011","Customer 1274","121520.70"
"1012","Customer 4702","121434.94"
"1013","Customer 9259","121410.19"
"1014","Customer 916","121407.36"
"1015","Customer 8921","121380.09"
"1016","Customer 4430","121315.38"
"1017","Customer 9922","121312.81"
"1018","Customer 1687","121285.86"
"1019","Customer 7471","121280.21"
"1020","Customer 6359","121276.36"
"1021","Customer 602","121247.82"
"1022","Customer 4121","121238.01"
"1023","Customer 3905","121210.15"
"1024","Customer 746","121202.79"
"1025","Customer 7757","121198.04"
"1026","Customer 5353","121184.90"
"1027","Customer 4554","121178.80"
"1028","Customer 687","121149.42"
"1029","Customer 8743","121107.40"
"1030","Customer 8395","121101.01"
"1031","Customer 7378","121096.68"
"1032","Customer 8339","121053.54"
"1033","Customer 1626","121007.07"
"1034","Customer 2420","120946.03"
"1035","Customer 2435","120945.70"
"1036","Customer 1668","120945.39"
"1037","Customer 4727","120918.61"
"1038","Customer 9005","120894.47"
"1039","Customer 505","120894.15"
"1040","Customer 9023","120863.86"
"1041","Customer 2878","120857.49"
"1042","Customer 3151","120848.15"
"1043","Customer 4198","120847.16"
"1044","Customer 2094","120838.33"
"1045","Customer 6317","120809.43"
"1046","Customer 8186","120765.02"
"1047","Customer 571","120761.95"
"1048","Customer 6571","120738.56"
"1049","Customer 1745","120708.33"
"1050","Customer 4310","120671.83"
"1051","Customer 482","120663.83"
"1052","Customer 6623","120656.25"
"1053","Customer 4825","120599.68"
"1054","Customer 4182","120573.38"
"1055","Customer 2746","120566.52"
"1056","Customer 2416","120565.88"
"1057","Customer 1592","120562.64"
"1058","Customer 6745","120532.27"
"1059","Customer 2740","120519.48"
"1060","Customer 4838","120497.53"
"1061","Customer 102","120486.33"
"1062","Customer 5431","120486.23"
"1063","Customer 3855","120483.26"
"1064","Customer 9897","120475.26"
"1065","Customer 9078","120472.61"
"1066","Customer 6042","120467.85"
"1067","Customer 7798","120429.07"
"1068","Customer 1789","120421.98"
"1069","Customer 1747","120418.50"
"1070","Customer 3613","120405.15"
"1071","Customer 3122","120358.74"
"1072","Customer 4746","120327.25"
"1073","Customer 9267","120326.20"
"1074","Customer 6418","120291.14"
"1075","Customer 9549","120262.75"
"1076","Customer 3590","120258.94"
"1077","Customer 8095","120226.30"
"1078","Customer 3873","120210.28"
"1079","Customer 5118","120185.97"
"1080","Customer 1852","120175.11"
"1081","Customer 3213","120143.24"
"1082","Customer 9477","120134.80"
"1083","Customer 415","120117.21"
"1084","Customer 5545","120101.98"
"1085","Customer 4556","120042.24"
"1086","Customer 7907","119977.20"
"1087","Customer 4269","119914.30"
"1088","Customer 1292","119907.00"
"1089","Customer 212","119861.13"
"1090","Customer 364","119861.09"
"1091","Customer 6404","119851.23"
"1092","Customer 808","119812.36"
"1093","Customer 4505","119811.46"
"1094","Customer 4952","119804.06"
"1095","Customer 5350","119753.50"
"1096","Customer 6143","119718.95"
"1097","Customer 1095","119697.62"
"1098","Customer 4073","119689.87"
"1099","Customer 5485","119686.09"
"1100","Customer 2099","119621.76"
"1101","Customer 9690","119605.26"
"1102","Customer 86","119545.38"
"1103","Customer 9744","119534.21"
"1104","Customer 5073","119517.24"
"1105","Customer 8460","119511.45"
"1106","Customer 8598","119480.76"
"1107","Customer 8140","119469.59"
"1108","Customer 1598","119459.69"
"1109","Customer 8853","119457.11"
"1110","Customer 7669","119452.84"
"1111","Customer 1199","119440.02"
"1112","Customer 6361","119402.33"
"1113","Customer 975","119330.15"
"1114","Customer 268","119328.89"
"1115","Customer 3157","119309.20"
"1116","Customer 5735","119295.48"
"1117","Customer 6102","119290.72"
"1118","Customer 3567","119228.08"
"1119","Customer 7729","119222.21"
"1120","Customer 5927","119198.63"
"1121","Customer 7236","119174.38"
"1122","Customer 9071","119172.80"
"1123","Customer 8528","119157.98"
"1124","Customer 4883","119154.48"
"1125","Customer 5529","119149.11"
"1126","Customer 6610","119100.75"
"1127","Customer 7026","119088.77"
"1128","Customer 5104","119079.25"
"1129","Customer 1319","119072.29"
"1130","Customer 6020","119068.57"
"1131","Customer 5287","118998.68"
"1132","Customer 9554","118983.79"
"1133","Customer 6110","118983.14"
"1134","Customer 9370","118918.51"
"1135","Customer 4457","118905.95"
"1136","Customer 3770","118904.15"
"1137","Customer 4533","118900.02"
"1138","Customer 6080","118889.46"
"1139","Customer 2926","118878.79"
"1140","Customer 1410","118872.43"
"1141","Customer 8459","118863.95"
"1142","Customer 3008","118863.84"
"1143","Customer 83","118856.79"
"1144","Customer 6750","118849.63"
"1145","Customer 8705","118846.35"
"1146","Customer 4165","118830.78"
"1147","Customer 4803","118830.07"
"1148","Customer 9877","118751.44"
"1149","Customer 2670","118750.18"
"1150","Customer 3441","118732.51"
"1151","Customer 961","118706.90"
"1152","Customer 2422","118697.13"
"1153","Customer 7357","118675.90"
"1154","Customer 7997","118664.62"
"1155","Customer 4712","118645.71"
"1156","Customer 6770","118622.18"
"1157","Customer 8033","118618.07"
"1158","Customer 4170","118595.66"
"1159","Customer 7229","118579.36"
"1160","Customer 5673","118560.62"
"1161","Customer 8071","118527.13"
"1162","Customer 1619","118518.06"
"1163","Customer 5988","118496.85"
"1164","Customer 6938","118480.63"
"1165","Customer 7281","118477.71"
"1166","Customer 7469","118440.80"
"1167","Customer 8511","118432.88"
"1168","Customer 5447","118411.50"
"1169","Customer 1960","118372.08"
"1170","Customer 7738","118369.95"
"1171","Customer 2954","118350.24"
"1172","Customer 3884","118336.47"
"1173","Customer 2913","118327.55"
"1174","Customer 7255","118314.85"
"1175","Customer 2841","118298.20"
"1176","Customer 7630","118296.52"
"1177","Customer 7967","118286.23"
"1178","Customer 4049","118286.21"
"1179","Customer 5323","118274.36"
"1180","Customer 6217","118267.55"
"1181","Customer 8365","118264.97"
"1182","Customer 2814","118200.60"
"1183","Customer 2429","118171.56"
"1184","Customer 4913","118169.32"
"1185","Customer 22","118169.19"
"1186","Customer 2365","118141.38"
"1187","Customer 2163","118140.32"
"1188","Customer 9287","118136.97"
"1189","Customer 3943","118135.02"
"1190","Customer 1510","118125.89"
"1191","Customer 577","118110.20"
"1192","Customer 2840","118080.74"
"1193","Customer 1787","118055.21"
"1194","Customer 2170","118043.45"
"1195","Customer 3511","118037.18"
"1196","Customer 549","118005.76"
"1197","Customer 3059","117992.15"
"1198","Customer 5114","117984.23"
"1199","Customer 6347","117970.82"
"1200","Customer 7598","117951.74"
"1201","Customer 7166","117932.12"
"1202","Customer 4692","117927.11"
"1203","Customer 7210","117919.89"
"1204","Customer 2121","117918.36"
"1205","Customer 6644","117891.20"
"1206","Customer 4322","117887.33"
"1207","Customer 9535","117880.08"
"1208","Customer 5854","117878.64"
"1209","Customer 8747","117877.91"
"1210","Customer 5510","117876.73"
"1211","Customer 7615","117847.87"
"1212","Customer 4774","117786.70"
"1213","Customer 2034","117782.61"
"1214","Customer 4475","117703.27"
"1215","Customer 3911","117680.53"
"1216","Customer 5756","117678.47"
"1217","Customer 99","117677.93"
"1218","Customer 1919","117671.86"
"1219","Customer 4994","117657.95"
"1220","Customer 6639","117633.62"
"1221","Customer 9864","117618.15"
"1222","Customer 8389","117608.02"
"1223","Customer 4694","117604.96"
"1224","Customer 4415","117571.82"
"1225","Customer 7134","117543.70"
"1226","Customer 5320","117526.10"
"1227","Customer 1807","117520.16"
"1228","Customer 4285","117513.42"
"1229","Customer 6211","117481.18"
"1230","Customer 8343","117470.40"
"1231","Customer 667","117456.24"
"1232","Customer 8238","117432.44"
"1233","Customer 611","117316.35"
"1234","Customer 9683","117305.74"
"1235","Customer 2634","117296.01"
"1236","Customer 6880","117290.28"
"1237","Customer 6210","117256.79"
"1238","Customer 5957","117235.09"
"1239","Customer 7661","117207.16"
"1240","Customer 1294","117194.54"
"1241","Customer 8610","117189.29"
"1242","Customer 8322","117173.63"
"1243","Customer 7403","117155.84"
"1244","Customer 4574","117135.79"
"1245","Customer 8052","117117.02"
"1246","Customer 8767","117110.56"
"1247","Customer 3772","117109.00"
"1248","Customer 2097","117106.85"
"1249","Customer 1105","116988.88"
"1250","Customer 1604","116979.86"
"1251","Customer 1691","116972.46"
"1252","Customer 6239","116961.68"
"1253","Customer 8502","116938.29"
"1254","Customer 2385","116934.87"
"1255","Customer 994","116897.57"
"1256","Customer 2726","116865.60"
"1257","Customer 8294","116815.07"
"1258","Customer 5527","116813.99"
"1259","Customer 3027","116779.09"
"1260","Customer 5657","116775.73"
"1261","Customer 7482","116755.62"
"1262","Customer 8453","116753.76"
"1263","Customer 5115","116742.62"
"1264","Customer 4806","116736.95"
"1265","Customer 6858","116712.42"
"1266","Customer 1006","116710.58"
"1267","Customer 9807","116710.40"
"1268","Customer 1480","116698.48"
"1269","Customer 1849","116661.36"
"1270","Customer 161","116659.08"
"1271","Customer 589","116630.50"
"1272","Customer 3566","116625.36"
"1273","Customer 3954","116581.48"
"1274","Customer 8617","116577.30"
"1275","Customer 9241","116573.91"
"1276","Customer 2157","116527.82"
"1277","Customer 578","116514.09"
"1278","Customer 6608","116498.42"
"1279","Customer 7240","116460.78"
"1280","Customer 2229","116432.03"
"1281","Customer 5539","116376.35"
"1282","Customer 2315","116364.51"
"1283","Customer 127","116353.79"
"1284","Customer 3509","116277.85"
